Date,High,Low,Open,Close,Volume,Adj Close,Name
2006-01-03,218.0530548095703,209.3193206787109,211.47146606445312,217.8328399658203,26216100.0,217.8328399658203,GOOGL
2006-01-04,224.7047119140625,220.0950927734375,222.1721649169922,222.8428497314453,30542200.0,222.8428497314453,GOOGL
2006-01-05,226.0010070800781,220.97097778320312,223.2232208251953,225.8458404541016,21594900.0,225.8458404541016,GOOGL
2006-01-06,235.4854888916016,226.8468475341797,228.6636657714844,233.0630645751953,35478200.0,233.0630645751953,GOOGL
2006-01-09,236.9369354248047,230.70069885253903,233.43844604492188,233.6836853027344,25558200.0,233.6836853027344,GOOGL
2006-01-10,235.36036682128903,231.25125122070312,232.44244384765625,235.1151123046875,18176000.0,235.1151123046875,GOOGL
2006-01-11,237.79278564453125,234.8248291015625,235.8708648681641,236.05105590820312,17996700.0,236.05105590820312,GOOGL
2006-01-12,237.73272705078125,230.9809875488281,237.0970916748047,232.0470428466797,20230300.0,232.0470428466797,GOOGL
2006-01-13,233.67868041992188,231.0360412597656,232.38739013671875,233.3583526611328,15297800.0,233.3583526611328,GOOGL
2006-01-17,235.1851806640625,231.4964904785156,231.7617645263672,233.78878784179688,16524000.0,233.78878784179688,GOOGL
2006-01-18,228.90890502929688,221.8468475341797,223.87387084960938,222.67767333984372,40930400.0,222.67767333984372,GOOGL
2006-01-19,226.9719696044922,216.7167205810547,225.8108062744141,218.4434509277344,29045500.0,218.4434509277344,GOOGL
2006-01-20,220.2352294921875,197.56756591796875,219.56956481933597,199.929931640625,82151100.0,199.929931640625,GOOGL
2006-01-23,214.40940856933597,203.0680694580078,203.89389038085938,213.9639587402344,45437300.0,213.9639587402344,GOOGL
2006-01-24,222.69769287109372,217.45745849609372,218.2332305908203,221.7367401123047,30898200.0,221.7367401123047,GOOGL
2006-01-25,227.34234619140625,214.8248291015625,225.85585021972656,216.7167205810547,37442100.0,216.7167205810547,GOOGL
2006-01-26,220.2152099609375,211.9919891357422,219.989990234375,217.35235595703125,25826300.0,217.35235595703125,GOOGL
2006-01-27,219.32933044433597,214.7047119140625,217.71771240234372,216.9619598388672,16887400.0,216.9619598388672,GOOGL
2006-01-30,216.8568572998047,212.71270751953125,214.829833984375,213.6236267089844,17160600.0,213.6236267089844,GOOGL
2006-01-31,220.02001953125,212.19720458984372,215.50050354003903,216.54653930664062,44087800.0,216.54653930664062,GOOGL
2006-02-01,201.2012023925781,193.95394897460938,194.709716796875,201.09109497070312,54190700.0,201.09109497070312,GOOGL
2006-02-02,203.45346069335938,198.1881866455078,202.1121063232422,198.2182159423828,23591700.0,198.2182159423828,GOOGL
2006-02-03,197.1471405029297,186.47146606445312,197.0070037841797,190.96597290039062,36527000.0,190.96597290039062,GOOGL
2006-02-06,195.1451416015625,189.969970703125,192.8478546142578,192.74273681640625,17862900.0,192.74273681640625,GOOGL
2006-02-07,192.0420379638672,181.8568572998047,191.6866912841797,184.14414978027344,33227100.0,184.14414978027344,GOOGL
2006-02-08,185.5305328369141,177.51251220703125,184.42442321777344,184.7247314453125,41566500.0,184.7247314453125,GOOGL
2006-02-09,187.38739013671875,178.2332305908203,185.7857818603516,179.56455993652344,23800900.0,179.56455993652344,GOOGL
2006-02-10,182.43243408203125,176.7467498779297,181.1561584472656,181.48648071289062,30416500.0,181.48648071289062,GOOGL
2006-02-13,175.47547912597656,171.11611938476562,173.49349975585938,173.0230255126953,39396100.0,173.0230255126953,GOOGL
2006-02-14,176.02102661132812,171.37136840820312,172.8378448486328,171.8318328857422,29278600.0,171.8318328857422,GOOGL
2006-02-15,173.1731719970703,169.08409118652344,170.80580139160156,171.36135864257812,25868100.0,171.36135864257812,GOOGL
2006-02-16,183.6836853027344,172.41741943359375,173.0080108642578,183.4134063720703,42588300.0,183.4134063720703,GOOGL
2006-02-17,186.2562561035156,181.9919891357422,185.1151123046875,184.5595550537109,28611700.0,184.5595550537109,GOOGL
2006-02-21,186.9569549560547,182.73773193359372,183.4033966064453,183.47848510742188,17354600.0,183.47848510742188,GOOGL
2006-02-22,184.6596527099609,182.1121063232422,183.75875854492188,182.9279327392578,12939400.0,182.9279327392578,GOOGL
2006-02-23,190.8108062744141,182.8778839111328,182.9879913330078,189.22422790527344,25078000.0,189.22422790527344,GOOGL
2006-02-24,190.2252197265625,186.9319305419922,188.83883666992188,188.88888549804688,12955600.0,188.88888549804688,GOOGL
2006-02-27,196.04605102539062,190.3303375244141,190.8258209228516,195.3853912353516,20403900.0,195.3853912353516,GOOGL
